06/07 07:25:01 INFO naive.ReasonableBot|UNKNOWN Message Received: edu.umich.eecs.tac.props.AdvertiserInfo@bc795bfb
06/07 07:28:52 INFO naive.ReasonableBot|Day 23: Updating campaign 1153891874 stats: 16.0 tgtImps 25.0 nonTgtImps. Cost of imps is 1.5328055683067778E-8
06/07 07:28:52 INFO naive.ReasonableBot|Day 23: Daily notification for campaign 2121009836
06/07 07:28:52 INFO naive.ReasonableBot|Day 23:  WON at cost 8.646487098117124. UCS Level set to 1.0 at price 0.0 Quality Score is: 0.3459108327679182
06/07 07:28:52 INFO naive.ReasonableBot|Day 23: Campaign opportunity - Campaign ID 693124492: day 25 to 34 [FEMALE, LOW_INCOME], reach: 10000 coefs: (v=2.0, m=1.5)
06/07 07:28:52 INFO naive.ReasonableBot|Day 23: Adjusting ucs bid: was 0.0 level reported: 1.0 target: 0.7 adjusted: 0.0
06/07 07:28:52 INFO naive.ReasonableBot|Actually bidding 1
06/07 07:28:52 INFO naive.ReasonableBot|Day 23 : AdNetworkReport
06/07 07:28:52 INFO naive.ReasonableBot|Day 23 : Simulation Status Received
06/07 07:28:52 INFO naive.ReasonableBot|Day 23: Sending BidBundle
06/07 07:28:52 INFO naive.ReasonableBot|Day 23 ended. Starting next day
06/07 07:29:03 INFO naive.ReasonableBot|Day 24 :BankStatus[1.446077]
06/07 07:29:03 INFO naive.ReasonableBot|Day 24: Updating campaign 1150031970 stats: 5001.5 tgtImps 6553.0 nonTgtImps. Cost of imps is 0.005984330845295705
06/07 07:29:03 INFO naive.ReasonableBot|Day 24: Updating campaign 891419016 stats: 4.5 tgtImps 6.0 nonTgtImps. Cost of imps is 5.146276584283193E-9
06/07 07:29:03 INFO naive.ReasonableBot|Day 24: Updating campaign 198385932 stats: 11.0 tgtImps 4.5 nonTgtImps. Cost of imps is 5.980386020695439E-9
06/07 07:29:03 INFO naive.ReasonableBot|Day 24: Updating campaign 1153891874 stats: 23.0 tgtImps 30.0 nonTgtImps. Cost of imps is 2.0192708541824848E-8
06/07 07:29:03 INFO naive.ReasonableBot|Day 24: Daily notification for campaign 693124492
06/07 07:29:03 INFO naive.ReasonableBot|Day 24:  WON at cost 3.4591083276791816. UCS Level set to 1.0 at price 0.0 Quality Score is: 0.3459108327679182
06/07 07:29:03 INFO naive.ReasonableBot|Day 24: Campaign opportunity - Campaign ID 1620446193: day 26 to 35 [HIGH_INCOME, MALE], reach: 5000 coefs: (v=2.0, m=1.5)
06/07 07:29:03 INFO naive.ReasonableBot|Day 24: Adjusting ucs bid: was 0.0 level reported: 1.0 target: 0.7 adjusted: 0.0
06/07 07:29:03 INFO naive.ReasonableBot|Actually bidding 1
06/07 07:29:03 INFO naive.ReasonableBot|Day 24 : AdNetworkReport
06/07 07:29:03 INFO naive.ReasonableBot|Day 24 : Simulation Status Received
06/07 07:29:03 INFO naive.ReasonableBot|Day 24: Sending BidBundle
06/07 07:29:03 INFO naive.ReasonableBot|Day 24 ended. Starting next day
06/07 07:29:13 INFO naive.ReasonableBot|Day 25 :BankStatus[1.435964]
06/07 07:29:13 INFO naive.ReasonableBot|Day 25: Updating campaign 1150031970 stats: 10002.5 tgtImps 13378.0 nonTgtImps. Cost of imps is 0.01210241186403051
06/07 07:29:13 INFO naive.ReasonableBot|Day 25: Updating campaign 2121009836 stats: 5001.0 tgtImps 2246.0 nonTgtImps. Cost of imps is 0.003994414657773779
06/07 07:29:13 INFO naive.ReasonableBot|Day 25: Updating campaign 891419016 stats: 5.5 tgtImps 7.5 nonTgtImps. Cost of imps is 6.479835526787613E-9
06/07 07:29:13 INFO naive.ReasonableBot|Day 25: Updating campaign 198385932 stats: 11.0 tgtImps 12.0 nonTgtImps. Cost of imps is 8.490827588257876E-9
06/07 07:29:13 INFO naive.ReasonableBot|Day 25: Daily notification for campaign 1620446193
06/07 07:29:13 INFO naive.ReasonableBot|Day 25:  WON at cost 1.7295541638395908. UCS Level set to 1.0 at price 0.0 Quality Score is: 0.13862736606924017
06/07 07:29:13 INFO naive.ReasonableBot|Day 25: Campaign opportunity - Campaign ID 124113360: day 27 to 29 [HIGH_INCOME, YOUNG], reach: 5000 coefs: (v=2.0, m=1.5)
06/07 07:29:13 INFO naive.ReasonableBot|Day 25: Adjusting ucs bid: was 0.0 level reported: 1.0 target: 0.7 adjusted: 0.0
06/07 07:29:13 INFO naive.ReasonableBot|Actually bidding 1
06/07 07:29:13 INFO naive.ReasonableBot|Day 25 : AdNetworkReport
06/07 07:29:13 INFO naive.ReasonableBot|Day 25 : Simulation Status Received
06/07 07:29:13 INFO naive.ReasonableBot|Day 25: Sending BidBundle
06/07 07:29:13 INFO naive.ReasonableBot|Day 25 ended. Starting next day
06/07 07:29:24 INFO naive.ReasonableBot|Day 26 :BankStatus[1.427957]
06/07 07:29:24 INFO naive.ReasonableBot|Day 26: Updating campaign 1150031970 stats: 12504.0 tgtImps 19898.0 nonTgtImps. Cost of imps is 0.016482043826157512
06/07 07:29:24 INFO naive.ReasonableBot|Day 26: Updating campaign 2121009836 stats: 10002.0 tgtImps 3872.5 nonTgtImps. Cost of imps is 0.007624477915661763
06/07 07:29:24 INFO naive.ReasonableBot|Day 26: Updating campaign 198385932 stats: 15.5 tgtImps 17.5 nonTgtImps. Cost of imps is 1.2615411112553847E-8
06/07 07:29:24 INFO naive.ReasonableBot|Day 26: Updating campaign 693124492 stats: 0.0 tgtImps 0.0 nonTgtImps. Cost of imps is 0.0
06/07 07:29:24 INFO naive.ReasonableBot|Day 26: Daily notification for campaign 124113360
06/07 07:29:24 INFO naive.ReasonableBot|Day 26:  WON at cost 0.6931368303462008. UCS Level set to 1.0 at price 0.0 Quality Score is: 0.055525134766739474
06/07 07:29:24 INFO naive.ReasonableBot|Day 26: Campaign opportunity - Campaign ID 1879015705: day 28 to 32 [FEMALE, HIGH_INCOME], reach: 10000 coefs: (v=2.0, m=1.5)
06/07 07:29:24 INFO naive.ReasonableBot|Day 26: Adjusting ucs bid: was 0.0 level reported: 1.0 target: 0.7 adjusted: 0.0
06/07 07:29:24 INFO naive.ReasonableBot|Actually bidding 1
06/07 07:29:24 INFO naive.ReasonableBot|Day 26 : AdNetworkReport
06/07 07:29:24 INFO naive.ReasonableBot|Day 26 : Simulation Status Received
06/07 07:29:24 INFO naive.ReasonableBot|Day 26: Sending BidBundle
06/07 07:29:24 INFO naive.ReasonableBot|Day 26 ended. Starting next day
06/07 07:29:33 INFO naive.ReasonableBot|Day 27 :BankStatus[1.424256]
06/07 07:29:33 INFO naive.ReasonableBot|Day 27: Updating campaign 1150031970 stats: 12505.0 tgtImps 19898.0 nonTgtImps. Cost of imps is 0.016483363125307578
06/07 07:29:33 INFO naive.ReasonableBot|Day 27: Updating campaign 1620446193 stats: 2500.5 tgtImps 3002.5 nonTgtImps. Cost of imps is 0.0011480614783477819
06/07 07:29:33 INFO naive.ReasonableBot|Day 27: Updating campaign 693124492 stats: 0.0 tgtImps 0.0 nonTgtImps. Cost of imps is 0.0
06/07 07:29:33 INFO naive.ReasonableBot|Day 27: Daily notification for campaign 1879015705
06/07 07:29:33 INFO naive.ReasonableBot|Day 27:  WON at cost 0.5552513476673947. UCS Level set to 1.0 at price 0.0 Quality Score is: 0.7048343135698935
06/07 07:29:33 INFO naive.ReasonableBot|Day 27: Campaign opportunity - Campaign ID 887675404: day 29 to 38 [OLD, HIGH_INCOME], reach: 5000 coefs: (v=2.0, m=1.5)
06/07 07:29:33 INFO naive.ReasonableBot|Day 27: Adjusting ucs bid: was 0.0 level reported: 1.0 target: 0.7 adjusted: 0.0
06/07 07:29:33 INFO naive.ReasonableBot|Actually bidding 1
06/07 07:29:34 INFO naive.ReasonableBot|Day 27 : AdNetworkReport
06/07 07:29:34 INFO naive.ReasonableBot|Day 27 : Simulation Status Received
06/07 07:29:34 INFO naive.ReasonableBot|Day 27: Sending BidBundle
06/07 07:29:34 INFO naive.ReasonableBot|Day 27 ended. Starting next day
06/07 15:16:17 SEVERE agentware.SimClient|************************************************************
06/07 15:16:17 SEVERE agentware.SimClient|* Forced Simulation End
06/07 15:16:17 SEVERE agentware.SimClient|* forcing simulation to end at time unit 62 (max 61 time units)
06/07 15:16:17 SEVERE agentware.SimClient|************************************************************
