07/07 18:41:01 INFO naive.ReasonableBot|UNKNOWN Message Received: edu.umich.eecs.tac.props.AdvertiserInfo@bc76a1c1
07/07 18:47:44 INFO naive.ReasonableBot|Day 40 1951786006 days left: 4 target reach: 15000 to go: 15000 1760062422 days left: 2 target reach: 10000 to go: 10000 1793569857 days left: 9 target reach: 15000 to go: 15000 1015483951 days left: 4 target reach: 1250 to go: 1250 1938250532 days left: 2 target reach: 5000 to go: 5000 50308189 days left: 2 target reach: 10000 to go: 10000 924990758 days left: 4 target reach: 10000 to go: 10000 1183101149 days left: 9 target reach: 5000 to go: 5000 1194676242 days left: 4 target reach: 15000 to go: 15000 1846194125 days left: 2 target reach: 10000 to go: 10000 755108523 days left: 4 target reach: 15000 to go: 15000 1793838479 days left: 2 target reach: 10000 to go: 10000 1456701699 days left: 9 target reach: 5000 to go: 5000 1748374457 days left: 4 target reach: 10000 to go: 10000 848505777 days left: 4 target reach: 10000 to go: 10000 1726052058 days left: 9 target reach: 15000 to go: 15000 1662393440 days left: 2 target reach: 5000 to go: 5000 1531565335 days left: 9 target reach: 5000 to go: 5000 1049194727 days left: 2 target reach: 15000 to go: 15000 1500336772 days left: 2 target reach: 15000 to go: 15000 230483658 days left: 4 target reach: 10000 to go: 10000 25441730 days left: 4 target reach: 10000 to go: 10000
07/07 18:47:44 INFO naive.ReasonableBot|DAY 40 Actually bidding 107
07/07 18:48:03 INFO naive.ReasonableBot|DAY 41 WON at cost 0.7289242154514833
07/07 18:48:03 INFO naive.ReasonableBot|Day 41 1951786006 days left: 4 target reach: 15000 to go: 15000 1760062422 days left: 2 target reach: 10000 to go: 10000 1793569857 days left: 9 target reach: 15000 to go: 15000 1015483951 days left: 4 target reach: 1250 to go: 1250 1938250532 days left: 2 target reach: 5000 to go: 5000 50308189 days left: 2 target reach: 10000 to go: 10000 924990758 days left: 4 target reach: 10000 to go: 10000 1183101149 days left: 9 target reach: 5000 to go: 5000 1194676242 days left: 4 target reach: 15000 to go: 15000 1066088876 days left: 2 target reach: 15000 to go: 15000 1846194125 days left: 2 target reach: 10000 to go: 10000 755108523 days left: 4 target reach: 15000 to go: 15000 1793838479 days left: 2 target reach: 10000 to go: 10000 1456701699 days left: 9 target reach: 5000 to go: 5000 1748374457 days left: 4 target reach: 10000 to go: 10000 848505777 days left: 4 target reach: 10000 to go: 10000 1726052058 days left: 9 target reach: 15000 to go: 15000 1662393440 days left: 2 target reach: 5000 to go: 5000 1531565335 days left: 9 target reach: 5000 to go: 5000 1049194727 days left: 2 target reach: 15000 to go: 15000 1500336772 days left: 2 target reach: 15000 to go: 15000 230483658 days left: 4 target reach: 10000 to go: 10000 25441730 days left: 4 target reach: 10000 to go: 10000
07/07 18:48:03 INFO naive.ReasonableBot|DAY 41 Actually bidding 107
07/07 18:48:09 INFO naive.ReasonableBot|Day 42 1951786006 days left: 4 target reach: 15000 to go: 15000 1760062422 days left: 2 target reach: 10000 to go: 10000 1793569857 days left: 9 target reach: 15000 to go: 15000 1015483951 days left: 4 target reach: 1250 to go: 1250 1938250532 days left: 2 target reach: 5000 to go: 5000 50308189 days left: 2 target reach: 10000 to go: 10000 924990758 days left: 4 target reach: 10000 to go: 10000 1183101149 days left: 9 target reach: 5000 to go: 5000 1194676242 days left: 4 target reach: 15000 to go: 15000 1066088876 days left: 2 target reach: 15000 to go: 15000 1846194125 days left: 2 target reach: 10000 to go: 10000 755108523 days left: 4 target reach: 15000 to go: 15000 1793838479 days left: 2 target reach: 10000 to go: 10000 1456701699 days left: 9 target reach: 5000 to go: 5000 1748374457 days left: 4 target reach: 10000 to go: 10000 848505777 days left: 4 target reach: 10000 to go: 10000 1726052058 days left: 9 target reach: 15000 to go: 15000 1662393440 days left: 2 target reach: 5000 to go: 5000 1531565335 days left: 9 target reach: 5000 to go: 5000 1049194727 days left: 2 target reach: 15000 to go: 15000 1500336772 days left: 2 target reach: 15000 to go: 15000 230483658 days left: 4 target reach: 10000 to go: 10000 25441730 days left: 4 target reach: 10000 to go: 10000
07/07 18:48:09 INFO naive.ReasonableBot|DAY 42 Actually bidding 86
07/07 18:48:12 INFO naive.ReasonableBot|DAY 43 WON at cost 1.3907060793839896
07/07 18:48:12 INFO naive.ReasonableBot|Day 43 1951786006 days left: 4 target reach: 15000 to go: 15000 1760062422 days left: 2 target reach: 10000 to go: 10000 1793569857 days left: 9 target reach: 15000 to go: 15000 1015483951 days left: 4 target reach: 1250 to go: 1250 1938250532 days left: 2 target reach: 5000 to go: 5000 50308189 days left: 2 target reach: 10000 to go: 10000 924990758 days left: 4 target reach: 10000 to go: 10000 1183101149 days left: 9 target reach: 5000 to go: 5000 1194676242 days left: 4 target reach: 15000 to go: 15000 1066088876 days left: 2 target reach: 15000 to go: 15000 1846194125 days left: 2 target reach: 10000 to go: 10000 755108523 days left: 4 target reach: 15000 to go: 15000 1793838479 days left: 2 target reach: 10000 to go: 10000 1456701699 days left: 9 target reach: 5000 to go: 5000 1748374457 days left: 4 target reach: 10000 to go: 10000 848505777 days left: 4 target reach: 10000 to go: 10000 1726052058 days left: 9 target reach: 15000 to go: 15000 1662393440 days left: 2 target reach: 5000 to go: 5000 1531565335 days left: 9 target reach: 5000 to go: 5000 1049194727 days left: 2 target reach: 15000 to go: 15000 1500336772 days left: 2 target reach: 15000 to go: 15000 1383526892 days left: 4 target reach: 15000 to go: 15000 230483658 days left: 4 target reach: 10000 to go: 10000 25441730 days left: 4 target reach: 10000 to go: 10000
07/07 18:48:12 INFO naive.ReasonableBot|DAY 43 Actually bidding 57
07/07 18:48:27 INFO naive.ReasonableBot|Day 44 1951786006 days left: 4 target reach: 15000 to go: 15000 1760062422 days left: 2 target reach: 10000 to go: 10000 1793569857 days left: 9 target reach: 15000 to go: 15000 1015483951 days left: 4 target reach: 1250 to go: 1250 1938250532 days left: 2 target reach: 5000 to go: 5000 50308189 days left: 2 target reach: 10000 to go: 10000 924990758 days left: 4 target reach: 10000 to go: 10000 1183101149 days left: 9 target reach: 5000 to go: 5000 1194676242 days left: 4 target reach: 15000 to go: 15000 1066088876 days left: 2 target reach: 15000 to go: 15000 1846194125 days left: 2 target reach: 10000 to go: 10000 755108523 days left: 4 target reach: 15000 to go: 15000 1793838479 days left: 2 target reach: 10000 to go: 10000 1456701699 days left: 9 target reach: 5000 to go: 5000 1748374457 days left: 4 target reach: 10000 to go: 10000 848505777 days left: 4 target reach: 10000 to go: 10000 1726052058 days left: 9 target reach: 15000 to go: 15000 1662393440 days left: 2 target reach: 5000 to go: 5000 1531565335 days left: 9 target reach: 5000 to go: 5000 1049194727 days left: 2 target reach: 15000 to go: 15000 1500336772 days left: 2 target reach: 15000 to go: 15000 1383526892 days left: 4 target reach: 15000 to go: 15000 230483658 days left: 4 target reach: 10000 to go: 10000 25441730 days left: 4 target reach: 10000 to go: 10000
07/07 18:48:27 INFO naive.ReasonableBot|DAY 44 Actually bidding 22
07/07 18:48:34 INFO naive.ReasonableBot|DAY 45 WON at cost 0.1744720209649027
07/07 18:48:34 INFO naive.ReasonableBot|Day 45 1015483951 days left: 4 target reach: 1250 to go: 1250 1183101149 days left: 9 target reach: 5000 to go: 5000 1194676242 days left: 4 target reach: 15000 to go: 15000 1846194125 days left: 2 target reach: 10000 to go: 10000 1066088876 days left: 2 target reach: 15000 to go: 15000 1793838479 days left: 2 target reach: 10000 to go: 10000 1456701699 days left: 9 target reach: 5000 to go: 5000 1748374457 days left: 4 target reach: 10000 to go: 10000 1311688281 days left: 4 target reach: 5000 to go: 5000 1662393440 days left: 2 target reach: 5000 to go: 5000 1049194727 days left: 2 target reach: 15000 to go: 15000 1500336772 days left: 2 target reach: 15000 to go: 15000 25441730 days left: 4 target reach: 10000 to go: 10000 1951786006 days left: 4 target reach: 15000 to go: 15000 1793569857 days left: 9 target reach: 15000 to go: 15000 1760062422 days left: 2 target reach: 10000 to go: 10000 50308189 days left: 2 target reach: 10000 to go: 10000 1938250532 days left: 2 target reach: 5000 to go: 5000 924990758 days left: 4 target reach: 10000 to go: 10000 755108523 days left: 4 target reach: 15000 to go: 15000 848505777 days left: 4 target reach: 10000 to go: 10000 1726052058 days left: 9 target reach: 15000 to go: 15000 1531565335 days left: 9 target reach: 5000 to go: 5000 230483658 days left: 4 target reach: 10000 to go: 10000 1383526892 days left: 4 target reach: 15000 to go: 15000
07/07 18:48:34 INFO naive.ReasonableBot|DAY 45 Actually bidding 45
07/07 18:48:44 INFO naive.ReasonableBot|DAY 46 WON at cost 0.28847831981929944
07/07 18:48:44 INFO naive.ReasonableBot|Day 46 1015483951 days left: 4 target reach: 1250 to go: 1250 1183101149 days left: 9 target reach: 5000 to go: 5000 1194676242 days left: 4 target reach: 15000 to go: 15000 1846194125 days left: 2 target reach: 10000 to go: 10000 1066088876 days left: 2 target reach: 15000 to go: 15000 1793838479 days left: 2 target reach: 10000 to go: 10000 1456701699 days left: 9 target reach: 5000 to go: 5000 1748374457 days left: 4 target reach: 10000 to go: 10000 1311688281 days left: 4 target reach: 5000 to go: 5000 1662393440 days left: 2 target reach: 5000 to go: 5000 1049194727 days left: 2 target reach: 15000 to go: 15000 1500336772 days left: 2 target reach: 15000 to go: 15000 25441730 days left: 4 target reach: 10000 to go: 10000 1951786006 days left: 4 target reach: 15000 to go: 15000 1793569857 days left: 9 target reach: 15000 to go: 15000 1760062422 days left: 2 target reach: 10000 to go: 10000 50308189 days left: 2 target reach: 10000 to go: 10000 1938250532 days left: 2 target reach: 5000 to go: 5000 924990758 days left: 4 target reach: 10000 to go: 10000 755108523 days left: 4 target reach: 15000 to go: 15000 848505777 days left: 4 target reach: 10000 to go: 10000 1726052058 days left: 9 target reach: 15000 to go: 15000 1531565335 days left: 9 target reach: 5000 to go: 5000 230483658 days left: 4 target reach: 10000 to go: 10000 1383526892 days left: 4 target reach: 15000 to go: 15000 1854347781 days left: 9 target reach: 10000 to go: 10000
07/07 18:48:44 INFO naive.ReasonableBot|DAY 46 Actually bidding 68
07/07 18:48:53 INFO naive.ReasonableBot|Day 47 1015483951 days left: 4 target reach: 1250 to go: 1250 1183101149 days left: 9 target reach: 5000 to go: 5000 1194676242 days left: 4 target reach: 15000 to go: 15000 1846194125 days left: 2 target reach: 10000 to go: 10000 1066088876 days left: 2 target reach: 15000 to go: 15000 1793838479 days left: 2 target reach: 10000 to go: 10000 1456701699 days left: 9 target reach: 5000 to go: 5000 1748374457 days left: 4 target reach: 10000 to go: 10000 1311688281 days left: 4 target reach: 5000 to go: 5000 1662393440 days left: 2 target reach: 5000 to go: 5000 1049194727 days left: 2 target reach: 15000 to go: 15000 1500336772 days left: 2 target reach: 15000 to go: 15000 25441730 days left: 4 target reach: 10000 to go: 10000 1951786006 days left: 4 target reach: 15000 to go: 15000 1793569857 days left: 9 target reach: 15000 to go: 15000 1760062422 days left: 2 target reach: 10000 to go: 10000 50308189 days left: 2 target reach: 10000 to go: 10000 1938250532 days left: 2 target reach: 5000 to go: 5000 924990758 days left: 4 target reach: 10000 to go: 10000 755108523 days left: 4 target reach: 15000 to go: 15000 848505777 days left: 4 target reach: 10000 to go: 10000 1726052058 days left: 9 target reach: 15000 to go: 15000 1531565335 days left: 9 target reach: 5000 to go: 5000 230483658 days left: 4 target reach: 10000 to go: 10000 1383526892 days left: 4 target reach: 15000 to go: 15000 1854347781 days left: 9 target reach: 10000 to go: 10000
07/07 18:48:53 INFO naive.ReasonableBot|DAY 47 Actually bidding 18
07/07 18:49:04 INFO naive.ReasonableBot|DAY 48 WON at cost 0.6237576436518362
07/07 18:49:04 INFO naive.ReasonableBot|Day 48 1015483951 days left: 4 target reach: 1250 to go: 1250 1183101149 days left: 9 target reach: 5000 to go: 5000 1194676242 days left: 4 target reach: 15000 to go: 15000 1846194125 days left: 2 target reach: 10000 to go: 10000 1066088876 days left: 2 target reach: 15000 to go: 15000 1793838479 days left: 2 target reach: 10000 to go: 10000 1456701699 days left: 9 target reach: 5000 to go: 5000 1748374457 days left: 4 target reach: 10000 to go: 10000 1311688281 days left: 4 target reach: 5000 to go: 5000 1662393440 days left: 2 target reach: 5000 to go: 5000 1049194727 days left: 2 target reach: 15000 to go: 15000 1500336772 days left: 2 target reach: 15000 to go: 15000 25441730 days left: 4 target reach: 10000 to go: 10000 1951786006 days left: 4 target reach: 15000 to go: 15000 1793569857 days left: 9 target reach: 15000 to go: 15000 1760062422 days left: 2 target reach: 10000 to go: 10000 50308189 days left: 2 target reach: 10000 to go: 10000 1938250532 days left: 2 target reach: 5000 to go: 5000 924990758 days left: 4 target reach: 10000 to go: 10000 755108523 days left: 4 target reach: 15000 to go: 15000 401840157 days left: 2 target reach: 5000 to go: 5000 848505777 days left: 4 target reach: 10000 to go: 10000 1726052058 days left: 9 target reach: 15000 to go: 15000 1531565335 days left: 9 target reach: 5000 to go: 5000 230483658 days left: 4 target reach: 10000 to go: 10000 1383526892 days left: 4 target reach: 15000 to go: 15000 1854347781 days left: 9 target reach: 10000 to go: 10000
07/07 18:49:04 INFO naive.ReasonableBot|DAY 48 Actually bidding 36
07/07 18:49:14 INFO naive.ReasonableBot|DAY 49 WON at cost 4.073793916942069
07/07 18:49:14 INFO naive.ReasonableBot|Day 49 1015483951 days left: 4 target reach: 1250 to go: 1250 405703549 days left: 4 target reach: 10000 to go: 10000 1183101149 days left: 9 target reach: 5000 to go: 5000 1194676242 days left: 4 target reach: 15000 to go: 15000 1846194125 days left: 2 target reach: 10000 to go: 10000 1066088876 days left: 2 target reach: 15000 to go: 15000 1793838479 days left: 2 target reach: 10000 to go: 10000 1456701699 days left: 9 target reach: 5000 to go: 5000 1748374457 days left: 4 target reach: 10000 to go: 10000 1311688281 days left: 4 target reach: 5000 to go: 5000 1662393440 days left: 2 target reach: 5000 to go: 5000 1049194727 days left: 2 target reach: 15000 to go: 15000 1500336772 days left: 2 target reach: 15000 to go: 15000 25441730 days left: 4 target reach: 10000 to go: 10000 1951786006 days left: 4 target reach: 15000 to go: 15000 1793569857 days left: 9 target reach: 15000 to go: 15000 1760062422 days left: 2 target reach: 10000 to go: 10000 50308189 days left: 2 target reach: 10000 to go: 10000 1938250532 days left: 2 target reach: 5000 to go: 5000 924990758 days left: 4 target reach: 10000 to go: 10000 755108523 days left: 4 target reach: 15000 to go: 15000 401840157 days left: 2 target reach: 5000 to go: 5000 848505777 days left: 4 target reach: 10000 to go: 10000 1726052058 days left: 9 target reach: 15000 to go: 15000 1531565335 days left: 9 target reach: 5000 to go: 5000 230483658 days left: 4 target reach: 10000 to go: 10000 1383526892 days left: 4 target reach: 15000 to go: 15000 1854347781 days left: 9 target reach: 10000 to go: 10000
07/07 18:49:25 INFO naive.ReasonableBot|Day 50 1015483951 days left: 4 target reach: 1250 to go: 1250 405703549 days left: 4 target reach: 10000 to go: 10000 1183101149 days left: 9 target reach: 5000 to go: 5000 1194676242 days left: 4 target reach: 15000 to go: 15000 1846194125 days left: 2 target reach: 10000 to go: 10000 1066088876 days left: 2 target reach: 15000 to go: 15000 1793838479 days left: 2 target reach: 10000 to go: 10000 1456701699 days left: 9 target reach: 5000 to go: 5000 1748374457 days left: 4 target reach: 10000 to go: 10000 1311688281 days left: 4 target reach: 5000 to go: 5000 1662393440 days left: 2 target reach: 5000 to go: 5000 1049194727 days left: 2 target reach: 15000 to go: 15000 1500336772 days left: 2 target reach: 15000 to go: 15000 25441730 days left: 4 target reach: 10000 to go: 10000 1951786006 days left: 4 target reach: 15000 to go: 15000 1793569857 days left: 9 target reach: 15000 to go: 15000 1760062422 days left: 2 target reach: 10000 to go: 10000 50308189 days left: 2 target reach: 10000 to go: 10000 1938250532 days left: 2 target reach: 5000 to go: 5000 924990758 days left: 4 target reach: 10000 to go: 10000 755108523 days left: 4 target reach: 15000 to go: 15000 401840157 days left: 2 target reach: 5000 to go: 5000 848505777 days left: 4 target reach: 10000 to go: 10000 1726052058 days left: 9 target reach: 15000 to go: 15000 1531565335 days left: 9 target reach: 5000 to go: 5000 230483658 days left: 4 target reach: 10000 to go: 10000 1383526892 days left: 4 target reach: 15000 to go: 15000 1854347781 days left: 9 target reach: 10000 to go: 10000
07/07 18:49:32 INFO naive.ReasonableBot|Day 51 1015483951 days left: 4 target reach: 1250 to go: 1250 405703549 days left: 4 target reach: 10000 to go: 10000 1183101149 days left: 9 target reach: 5000 to go: 5000 1194676242 days left: 4 target reach: 15000 to go: 15000 1846194125 days left: 2 target reach: 10000 to go: 10000 1066088876 days left: 2 target reach: 15000 to go: 15000 1793838479 days left: 2 target reach: 10000 to go: 10000 1456701699 days left: 9 target reach: 5000 to go: 5000 1748374457 days left: 4 target reach: 10000 to go: 10000 1311688281 days left: 4 target reach: 5000 to go: 5000 1662393440 days left: 2 target reach: 5000 to go: 5000 1049194727 days left: 2 target reach: 15000 to go: 15000 1500336772 days left: 2 target reach: 15000 to go: 15000 25441730 days left: 4 target reach: 10000 to go: 10000 1951786006 days left: 4 target reach: 15000 to go: 15000 1793569857 days left: 9 target reach: 15000 to go: 15000 1760062422 days left: 2 target reach: 10000 to go: 10000 50308189 days left: 2 target reach: 10000 to go: 10000 1938250532 days left: 2 target reach: 5000 to go: 5000 924990758 days left: 4 target reach: 10000 to go: 10000 755108523 days left: 4 target reach: 15000 to go: 15000 401840157 days left: 2 target reach: 5000 to go: 5000 848505777 days left: 4 target reach: 10000 to go: 10000 1726052058 days left: 9 target reach: 15000 to go: 15000 1531565335 days left: 9 target reach: 5000 to go: 5000 230483658 days left: 4 target reach: 10000 to go: 10000 1383526892 days left: 4 target reach: 15000 to go: 15000 1854347781 days left: 9 target reach: 10000 to go: 10000
07/07 18:49:32 INFO naive.ReasonableBot|DAY 51 Actually bidding 11
07/07 18:49:47 INFO naive.ReasonableBot|DAY 52 WON at cost 0.18577723702345234
07/07 18:49:47 INFO naive.ReasonableBot|Day 52 1015483951 days left: 4 target reach: 1250 to go: 1250 405703549 days left: 4 target reach: 10000 to go: 10000 1183101149 days left: 9 target reach: 5000 to go: 5000 613727085 days left: 4 target reach: 5000 to go: 5000 1194676242 days left: 4 target reach: 15000 to go: 15000 1846194125 days left: 2 target reach: 10000 to go: 10000 1066088876 days left: 2 target reach: 15000 to go: 15000 1793838479 days left: 2 target reach: 10000 to go: 10000 1456701699 days left: 9 target reach: 5000 to go: 5000 1748374457 days left: 4 target reach: 10000 to go: 10000 1311688281 days left: 4 target reach: 5000 to go: 5000 1662393440 days left: 2 target reach: 5000 to go: 5000 1049194727 days left: 2 target reach: 15000 to go: 15000 1500336772 days left: 2 target reach: 15000 to go: 15000 25441730 days left: 4 target reach: 10000 to go: 10000 1951786006 days left: 4 target reach: 15000 to go: 15000 1793569857 days left: 9 target reach: 15000 to go: 15000 1760062422 days left: 2 target reach: 10000 to go: 10000 50308189 days left: 2 target reach: 10000 to go: 10000 1938250532 days left: 2 target reach: 5000 to go: 5000 924990758 days left: 4 target reach: 10000 to go: 10000 755108523 days left: 4 target reach: 15000 to go: 15000 401840157 days left: 2 target reach: 5000 to go: 5000 848505777 days left: 4 target reach: 10000 to go: 10000 1726052058 days left: 9 target reach: 15000 to go: 15000 1531565335 days left: 9 target reach: 5000 to go: 5000 230483658 days left: 4 target reach: 10000 to go: 10000 1383526892 days left: 4 target reach: 15000 to go: 15000 1854347781 days left: 9 target reach: 10000 to go: 10000
07/07 18:49:47 INFO naive.ReasonableBot|DAY 52 Actually bidding 35
07/07 18:49:57 INFO naive.ReasonableBot|DAY 53 WON at cost 6.819991069400587
07/07 18:49:57 INFO naive.ReasonableBot|Day 53 1015483951 days left: 4 target reach: 1250 to go: 1250 71636017 days left: 4 target reach: 15000 to go: 15000 405703549 days left: 4 target reach: 10000 to go: 10000 1183101149 days left: 9 target reach: 5000 to go: 5000 613727085 days left: 4 target reach: 5000 to go: 5000 1194676242 days left: 4 target reach: 15000 to go: 15000 1846194125 days left: 2 target reach: 10000 to go: 10000 1066088876 days left: 2 target reach: 15000 to go: 15000 1793838479 days left: 2 target reach: 10000 to go: 10000 1456701699 days left: 9 target reach: 5000 to go: 5000 1748374457 days left: 4 target reach: 10000 to go: 10000 1311688281 days left: 4 target reach: 5000 to go: 5000 1662393440 days left: 2 target reach: 5000 to go: 5000 1049194727 days left: 2 target reach: 15000 to go: 15000 1500336772 days left: 2 target reach: 15000 to go: 15000 25441730 days left: 4 target reach: 10000 to go: 10000 1951786006 days left: 4 target reach: 15000 to go: 15000 1793569857 days left: 9 target reach: 15000 to go: 15000 1760062422 days left: 2 target reach: 10000 to go: 10000 50308189 days left: 2 target reach: 10000 to go: 10000 1938250532 days left: 2 target reach: 5000 to go: 5000 924990758 days left: 4 target reach: 10000 to go: 10000 755108523 days left: 4 target reach: 15000 to go: 15000 401840157 days left: 2 target reach: 5000 to go: 5000 848505777 days left: 4 target reach: 10000 to go: 10000 1726052058 days left: 9 target reach: 15000 to go: 15000 1531565335 days left: 9 target reach: 5000 to go: 5000 230483658 days left: 4 target reach: 10000 to go: 10000 1383526892 days left: 4 target reach: 15000 to go: 15000 1854347781 days left: 9 target reach: 10000 to go: 10000
07/07 18:49:57 INFO naive.ReasonableBot|DAY 53 Actually bidding 23
07/07 18:50:05 INFO naive.ReasonableBot|DAY 54 WON at cost 0.04509257864381707
07/07 18:50:05 INFO naive.ReasonableBot|Day 54 1015483951 days left: 4 target reach: 1250 to go: 1250 71636017 days left: 4 target reach: 15000 to go: 15000 405703549 days left: 4 target reach: 10000 to go: 10000 1183101149 days left: 9 target reach: 5000 to go: 5000 613727085 days left: 4 target reach: 5000 to go: 5000 1194676242 days left: 4 target reach: 15000 to go: 15000 1846194125 days left: 2 target reach: 10000 to go: 10000 1066088876 days left: 2 target reach: 15000 to go: 15000 1793838479 days left: 2 target reach: 10000 to go: 10000 1456701699 days left: 9 target reach: 5000 to go: 5000 1748374457 days left: 4 target reach: 10000 to go: 10000 1311688281 days left: 4 target reach: 5000 to go: 5000 1662393440 days left: 2 target reach: 5000 to go: 5000 1049194727 days left: 2 target reach: 15000 to go: 15000 1500336772 days left: 2 target reach: 15000 to go: 15000 25441730 days left: 4 target reach: 10000 to go: 10000 1951786006 days left: 4 target reach: 15000 to go: 15000 1793569857 days left: 9 target reach: 15000 to go: 15000 1760062422 days left: 2 target reach: 10000 to go: 10000 50308189 days left: 2 target reach: 10000 to go: 10000 1938250532 days left: 2 target reach: 5000 to go: 5000 924990758 days left: 4 target reach: 10000 to go: 10000 755108523 days left: 4 target reach: 15000 to go: 15000 401840157 days left: 2 target reach: 5000 to go: 5000 848505777 days left: 4 target reach: 10000 to go: 10000 1726052058 days left: 9 target reach: 15000 to go: 15000 1531565335 days left: 9 target reach: 5000 to go: 5000 1675047311 days left: 4 target reach: 10000 to go: 10000 230483658 days left: 4 target reach: 10000 to go: 10000 1383526892 days left: 4 target reach: 15000 to go: 15000 1854347781 days left: 9 target reach: 10000 to go: 10000
07/07 18:50:05 INFO naive.ReasonableBot|DAY 54 Actually bidding 11
07/07 18:50:13 INFO naive.ReasonableBot|DAY 55 WON at cost 1.943246210984968
07/07 18:50:13 INFO naive.ReasonableBot|Day 55 1015483951 days left: 4 target reach: 1250 to go: 1250 71636017 days left: 4 target reach: 15000 to go: 15000 405703549 days left: 4 target reach: 10000 to go: 10000 1183101149 days left: 9 target reach: 5000 to go: 5000 613727085 days left: 4 target reach: 5000 to go: 5000 1194676242 days left: 4 target reach: 15000 to go: 15000 1846194125 days left: 2 target reach: 10000 to go: 10000 1066088876 days left: 2 target reach: 15000 to go: 15000 1793838479 days left: 2 target reach: 10000 to go: 10000 1456701699 days left: 9 target reach: 5000 to go: 5000 1748374457 days left: 4 target reach: 10000 to go: 10000 1311688281 days left: 4 target reach: 5000 to go: 5000 1662393440 days left: 2 target reach: 5000 to go: 5000 1049194727 days left: 2 target reach: 15000 to go: 15000 1500336772 days left: 2 target reach: 15000 to go: 15000 25441730 days left: 4 target reach: 10000 to go: 10000 1378776124 days left: 2 target reach: 5000 to go: 5000 1951786006 days left: 4 target reach: 15000 to go: 15000 1793569857 days left: 9 target reach: 15000 to go: 15000 1760062422 days left: 2 target reach: 10000 to go: 10000 50308189 days left: 2 target reach: 10000 to go: 10000 1938250532 days left: 2 target reach: 5000 to go: 5000 924990758 days left: 4 target reach: 10000 to go: 10000 755108523 days left: 4 target reach: 15000 to go: 15000 401840157 days left: 2 target reach: 5000 to go: 5000 848505777 days left: 4 target reach: 10000 to go: 10000 1726052058 days left: 9 target reach: 15000 to go: 15000 1531565335 days left: 9 target reach: 5000 to go: 5000 1675047311 days left: 4 target reach: 10000 to go: 10000 230483658 days left: 4 target reach: 10000 to go: 10000 1383526892 days left: 4 target reach: 15000 to go: 15000 1854347781 days left: 9 target reach: 10000 to go: 10000
07/07 18:50:13 INFO naive.ReasonableBot|DAY 55 Actually bidding 11
07/07 18:50:26 INFO naive.ReasonableBot|DAY 56 WON at cost 0.4405157977688128
07/07 18:50:26 INFO naive.ReasonableBot|Day 56 1015483951 days left: 4 target reach: 1250 to go: 1250 71636017 days left: 4 target reach: 15000 to go: 15000 405703549 days left: 4 target reach: 10000 to go: 10000 1183101149 days left: 9 target reach: 5000 to go: 5000 613727085 days left: 4 target reach: 5000 to go: 5000 1194676242 days left: 4 target reach: 15000 to go: 15000 1846194125 days left: 2 target reach: 10000 to go: 10000 1066088876 days left: 2 target reach: 15000 to go: 15000 1793838479 days left: 2 target reach: 10000 to go: 10000 1456701699 days left: 9 target reach: 5000 to go: 5000 1748374457 days left: 4 target reach: 10000 to go: 10000 1311688281 days left: 4 target reach: 5000 to go: 5000 1662393440 days left: 2 target reach: 5000 to go: 5000 1049194727 days left: 2 target reach: 15000 to go: 15000 1500336772 days left: 2 target reach: 15000 to go: 15000 25441730 days left: 4 target reach: 10000 to go: 10000 1378776124 days left: 2 target reach: 5000 to go: 5000 1951786006 days left: 4 target reach: 15000 to go: 15000 1793569857 days left: 9 target reach: 15000 to go: 15000 1760062422 days left: 2 target reach: 10000 to go: 10000 50308189 days left: 2 target reach: 10000 to go: 10000 1938250532 days left: 2 target reach: 5000 to go: 5000 924990758 days left: 4 target reach: 10000 to go: 10000 755108523 days left: 4 target reach: 15000 to go: 15000 4465242 days left: 2 target reach: 5000 to go: 5000 401840157 days left: 2 target reach: 5000 to go: 5000 848505777 days left: 4 target reach: 10000 to go: 10000 1726052058 days left: 9 target reach: 15000 to go: 15000 1531565335 days left: 9 target reach: 5000 to go: 5000 1675047311 days left: 4 target reach: 10000 to go: 10000 230483658 days left: 4 target reach: 10000 to go: 10000 1383526892 days left: 4 target reach: 15000 to go: 15000 1854347781 days left: 9 target reach: 10000 to go: 10000
